Dates,BTC
2013-11-07,313.08
2013-11-08,325.65
2013-11-09,325.65
2013-11-10,325.65
2013-11-11,350.02
2013-11-12,369.84
2013-11-13,409.23
2013-11-14,409.23
2013-11-15,430.62
2013-11-16,430.62
2013-11-17,430.62
2013-11-18,691.61
2013-11-19,516.92
2013-11-20,626.77
2013-11-21,714.96
2013-11-22,843.95
2013-11-23,843.95
2013-11-24,843.95
2013-11-25,834.0
2013-11-26,926.3
2013-11-27,983.43
2013-11-28,1055.58
2013-11-29,1137.0
2013-11-30,1137.0
2013-12-01,1137.0
2013-12-02,1023.99
2013-12-03,1056.5
2013-12-04,1130.0
2013-12-05,990.0
2013-12-06,552.16
2013-12-07,552.16
2013-12-08,552.16
2013-12-09,926.0
2013-12-10,942.73
2013-12-11,863.0
2013-12-12,893.4
2013-12-13,869.9
2013-12-14,869.9
2013-12-15,869.9
2013-12-16,729.36
2013-12-17,533.71
2013-12-18,564.48
2013-12-19,707.82
2013-12-20,599.47
2013-12-21,599.47
2013-12-22,599.47
2013-12-23,651.01
2013-12-24,648.27
2013-12-25,710.42
2013-12-26,706.42
2013-12-27,721.44
2013-12-28,721.44
2013-12-29,721.44
2013-12-30,720.94
2013-12-31,746.89
2014-01-01,747.81
2014-01-02,785.17
2014-01-03,801.89
2014-01-04,801.89
2014-01-05,801.89
2014-01-06,914.51
2014-01-07,797.71
2014-01-08,839.0
2014-01-09,813.46
2014-01-10,858.86
2014-01-11,858.86
2014-01-12,858.86
2014-01-13,829.94
2014-01-14,833.54
2014-01-15,845.1
2014-01-16,813.8
2014-01-17,808.55
2014-01-18,808.55
2014-01-19,808.55
2014-01-20,820.84
2014-01-21,822.86
2014-01-22,817.04
2014-01-23,773.1
2014-01-24,793.49
2014-01-25,793.49
2014-01-26,793.49
2014-01-27,762.81
2014-01-28,793.26
2014-01-29,787.1
2014-01-30,799.33
2014-01-31,806.69
2014-02-01,806.69
2014-02-02,806.69
2014-02-03,806.83
2014-02-04,804.61
2014-02-05,786.06
2014-02-06,687.72
2014-02-07,727.52
2014-02-08,727.52
2014-02-09,727.52
2014-02-10,713.06
2014-02-11,669.32
2014-02-12,657.38
2014-02-13,581.64
2014-02-14,652.18
2014-02-15,652.18
2014-02-16,652.18
2014-02-17,642.5
2014-02-18,626.32
2014-02-19,612.22
2014-02-20,571.37
2014-02-21,563.31
2014-02-22,563.31
2014-02-23,563.31
2014-02-24,451.58
2014-02-25,609.96
2014-02-26,580.76
2014-02-27,578.79
2014-02-28,566.91
2014-03-01,566.91
2014-03-02,566.91
2014-03-03,669.76
2014-03-04,672.1
2014-03-05,667.0
2014-03-06,660.9
2014-03-07,626.74
2014-03-08,626.74
2014-03-09,626.74
2014-03-10,628.25
2014-03-11,638.8
2014-03-12,639.03
2014-03-13,637.27
2014-03-14,635.5
2014-03-15,635.5
2014-03-16,635.5
2014-03-17,613.0
2014-03-18,617.86
2014-03-19,603.85
2014-03-20,581.84
2014-03-21,571.71
2014-03-22,571.71
2014-03-23,571.71
2014-03-24,582.45
2014-03-25,572.0
2014-03-26,561.62
2014-03-27,513.58
2014-03-28,504.0
2014-03-29,504.0
2014-03-30,504.0
2014-03-31,465.75
2014-04-01,482.23
2014-04-02,429.86
2014-04-03,436.23
2014-04-04,455.27
2014-04-05,455.27
2014-04-06,455.27
2014-04-07,454.2
2014-04-08,452.62
2014-04-09,428.9
2014-04-10,376.9
2014-04-11,426.53
2014-04-12,426.53
2014-04-13,426.53
2014-04-14,426.53
2014-04-15,517.6
2014-04-16,527.14
2014-04-17,496.81
2014-04-18,476.17
2014-04-19,476.17
2014-04-20,476.17
2014-04-21,503.18
2014-04-22,496.18
2014-04-23,492.02
2014-04-24,476.52
2014-04-25,462.59
2014-04-26,462.59
2014-04-27,462.59
2014-04-28,439.17
2014-04-29,447.81
2014-04-30,448.23
2014-05-01,460.93
2014-05-02,451.51
2014-05-03,451.51
2014-05-04,438.44
2014-05-05,430.34
2014-05-06,427.66
2014-05-07,447.46
2014-05-08,441.8
2014-05-09,452.29
2014-05-10,452.29
2014-05-11,436.17
2014-05-12,441.44
2014-05-13,437.55
2014-05-14,448.31
2014-05-15,447.38
2014-05-16,449.68
2014-05-17,449.68
2014-05-18,445.91
2014-05-19,449.06
2014-05-20,489.43
2014-05-21,494.18
2014-05-22,522.31
2014-05-23,532.48
2014-05-24,532.48
2014-05-25,574.93
2014-05-26,581.81
2014-05-27,577.54
2014-05-28,570.67
2014-05-29,568.62
2014-05-30,613.92
2014-05-31,613.92
2014-06-01,647.41
2014-06-02,655.27
2014-06-03,671.83
2014-06-04,648.99
2014-06-05,659.99
2014-06-06,652.65
2014-06-07,652.65
2014-06-08,654.19
2014-06-09,646.2
2014-06-10,645.34
2014-06-11,634.44
2014-06-12,591.01
2014-06-13,582.37
2014-06-14,582.37
2014-06-15,574.04
2014-06-16,592.81
2014-06-17,606.39
2014-06-18,605.32
2014-06-19,604.87
2014-06-20,594.47
2014-06-21,594.47
2014-06-22,598.6
2014-06-23,586.97
2014-06-24,585.23
2014-06-25,570.43
2014-06-26,571.59
2014-06-27,576.53
2014-06-28,576.53
2014-06-29,594.53
2014-06-30,646.97
2014-07-01,643.33
2014-07-02,648.22
2014-07-03,642.87
2014-07-04,634.88
2014-07-05,634.88
2014-07-06,634.5
2014-07-07,623.92
2014-07-08,624.81
2014-07-09,624.14
2014-07-10,618.05
2014-07-11,633.68
2014-07-12,633.68
2014-07-13,629.42
2014-07-14,622.08
2014-07-15,621.74
2014-07-16,619.47
2014-07-17,623.03
2014-07-18,628.86
2014-07-19,628.86
2014-07-20,624.29
2014-07-21,620.78
2014-07-22,621.84
2014-07-23,620.0
2014-07-24,603.65
2014-07-25,599.5
2014-07-26,599.5
2014-07-27,594.18
2014-07-28,592.19
2014-07-29,582.28
2014-07-30,564.63
2014-07-31,586.36
2014-08-01,600.03
2014-08-02,600.03
2014-08-03,587.07
2014-08-04,586.86
2014-08-05,579.65
2014-08-06,580.67
2014-08-07,591.68
2014-08-08,591.32
2014-08-09,591.32
2014-08-10,586.48
2014-08-11,575.31
2014-08-12,570.17
2014-08-13,542.95
2014-08-14,513.7
2014-08-15,496.75
2014-08-16,496.75
2014-08-17,486.79
2014-08-18,457.43
2014-08-19,483.36
2014-08-20,514.21
2014-08-21,522.72
2014-08-22,516.93
2014-08-23,516.93
2014-08-24,508.83
2014-08-25,505.47
2014-08-26,509.84
2014-08-27,517.01
2014-08-28,508.15
2014-08-29,509.35
2014-08-30,509.35
2014-08-31,479.7
2014-09-01,481.87
2014-09-02,478.21
2014-09-03,476.63
2014-09-04,487.1
2014-09-05,478.42
2014-09-06,478.42
2014-09-07,477.99
2014-09-08,469.77
2014-09-09,473.01
2014-09-10,483.24
2014-09-11,475.52
2014-09-12,471.48
2014-09-13,471.48
2014-09-14,475.89
2014-09-15,475.62
2014-09-16,463.89
2014-09-17,444.81
2014-09-18,417.44
2014-09-19,396.47
2014-09-20,396.47
2014-09-21,399.71
2014-09-22,402.47
2014-09-23,448.34
2014-09-24,428.4
2014-09-25,407.43
2014-09-26,407.29
2014-09-27,407.29
2014-09-28,380.68
2014-09-29,375.22
2014-09-30,389.68
2014-10-01,383.45
2014-10-02,376.86
2014-10-03,358.65
2014-10-04,358.65
2014-10-05,309.1
2014-10-06,333.34
2014-10-07,330.68
2014-10-08,350.6
2014-10-09,366.31
2014-10-10,358.05
2014-10-11,358.05
2014-10-12,370.7
2014-10-13,388.77
2014-10-14,407.23
2014-10-15,391.87
2014-10-16,383.19
2014-10-17,381.6
2014-10-18,381.6
2014-10-19,387.92
2014-10-20,385.22
2014-10-21,386.69
2014-10-22,384.19
2014-10-23,359.65
2014-10-24,358.09
2014-10-25,358.09
2014-10-26,355.21
2014-10-27,351.88
2014-10-28,355.88
2014-10-29,341.22
2014-10-30,347.62
2014-10-31,342.38
2014-11-01,342.38
2014-11-02,325.03
2014-11-03,327.51
2014-11-04,327.55
2014-11-05,339.76
2014-11-06,349.63
2014-11-07,342.67
2014-11-08,342.67
2014-11-09,358.36
2014-11-10,365.92
2014-11-11,367.91
2014-11-12,426.3
2014-11-13,404.73
2014-11-14,396.45
2014-11-15,396.45
2014-11-16,387.59
2014-11-17,385.86
2014-11-18,378.73
2014-11-19,376.69
2014-11-20,357.97
2014-11-21,353.8
2014-11-22,353.8
2014-11-23,368.03
2014-11-24,378.44
2014-11-25,376.92
2014-11-26,366.6
2014-11-27,369.29
2014-11-28,377.77
2014-11-29,377.77
2014-11-30,375.76
2014-12-01,378.21
2014-12-02,379.37
2014-12-03,284.18
2014-12-04,372.94
2014-12-05,378.61
2014-12-06,378.61
2014-12-07,378.61
2014-12-08,367.72
2014-12-09,352.55
2014-12-10,350.42
2014-12-11,350.33
2014-12-12,356.43
2014-12-13,356.43
2014-12-14,355.02
2014-12-15,348.15
2014-12-16,333.36
2014-12-17,321.05
2014-12-18,311.39
2014-12-19,314.26
2014-12-20,314.26
2014-12-21,319.36
2014-12-22,329.54
2014-12-23,334.99
2014-12-24,321.87
2014-12-25,319.4
2014-12-26,329.49
2014-12-27,329.49
2014-12-28,315.83
2014-12-29,314.25
2014-12-30,310.17
2014-12-31,317.36
2015-01-01,314.49
2015-01-02,314.73
2015-01-03,314.73
2015-01-04,266.26
2015-01-05,270.93
2015-01-06,286.41
2015-01-07,296.13
2015-01-08,293.83
2015-01-09,289.81
2015-01-10,289.81
2015-01-11,268.12
2015-01-12,270.65
2015-01-13,236.05
2015-01-14,183.07
2015-01-15,206.68
2015-01-16,208.34
2015-01-17,208.34
2015-01-18,207.87
2015-01-19,216.21
2015-01-20,211.18
2015-01-21,225.1
2015-01-22,231.92
2015-01-23,237.01
2015-01-24,237.01
2015-01-25,251.78
2015-01-26,271.61
2015-01-27,261.76
2015-01-28,235.94
2015-01-29,234.12
2015-01-30,229.67
2015-01-31,229.67
2015-02-01,231.1
2015-02-02,227.3
2015-02-03,227.86
2015-02-04,224.98
2015-02-05,218.76
2015-02-06,223.37
2015-02-07,223.37
2015-02-08,222.08
2015-02-09,221.0
2015-02-10,219.7
2015-02-11,219.39
2015-02-12,222.2
2015-02-13,234.25
2015-02-14,234.25
2015-02-15,231.03
2015-02-16,237.01
2015-02-17,241.53
2015-02-18,233.48
2015-02-19,240.91
2015-02-20,244.84
2015-02-21,244.84
2015-02-22,235.59
2015-02-23,240.42
2015-02-24,239.34
2015-02-25,237.97
2015-02-26,236.5
2015-02-27,254.87
2015-02-28,254.87
2015-03-01,258.18
2015-03-02,272.88
2015-03-03,283.36
2015-03-04,273.1
2015-03-05,279.93
2015-03-06,273.25
2015-03-07,273.25
2015-03-08,274.29
2015-03-09,289.07
2015-03-10,293.19
2015-03-11,294.55
2015-03-12,296.15
2015-03-13,288.4
2015-03-14,288.4
2015-03-15,285.65
2015-03-16,290.13
2015-03-17,287.46
2015-03-18,263.42
2015-03-19,256.95
2015-03-20,263.17
2015-03-21,263.17
2015-03-22,266.74
2015-03-23,266.4
2015-03-24,247.76
2015-03-25,244.13
2015-03-26,248.76
2015-03-27,248.55
2015-03-28,248.55
2015-03-29,242.67
2015-03-30,247.52
2015-03-31,244.14
2015-04-01,245.82
2015-04-02,252.07
2015-04-03,254.51
2015-04-04,254.51
2015-04-05,256.03
2015-04-06,254.58
2015-04-07,254.94
2015-04-08,246.11
2015-04-09,242.91
2015-04-10,234.99
2015-04-11,234.99
2015-04-12,236.13
2015-04-13,225.16
2015-04-14,218.31
2015-04-15,220.23
2015-04-16,228.99
2015-04-17,223.31
2015-04-18,223.31
2015-04-19,223.21
2015-04-20,224.35
2015-04-21,233.03
2015-04-22,233.67
2015-04-23,234.7
2015-04-24,231.41
2015-04-25,231.41
2015-04-26,222.07
2015-04-27,223.73
2015-04-28,224.41
2015-04-29,226.48
2015-04-30,236.58
2015-05-01,234.8
2015-05-02,234.8
2015-05-03,241.09
2015-05-04,237.51
2015-05-05,234.69
2015-05-06,234.0
2015-05-07,237.2
2015-05-08,245.31
2015-05-09,245.31
2015-05-10,239.94
2015-05-11,242.61
2015-05-12,241.38
2015-05-13,243.2
2015-05-14,236.81
2015-05-15,237.31
2015-05-16,237.31
2015-05-17,235.81
2015-05-18,232.08
2015-05-19,231.83
2015-05-20,233.92
2015-05-21,235.51
2015-05-22,239.53
2015-05-23,239.53
2015-05-24,240.86
2015-05-25,235.57
2015-05-26,236.2
2015-05-27,235.57
2015-05-28,236.08
2015-05-29,235.95
2015-05-30,235.95
2015-05-31,231.78
2015-06-01,221.98
2015-06-02,225.09
2015-06-03,226.96
2015-06-04,223.68
2015-06-05,224.88
2015-06-06,224.88
2015-06-07,222.48
2015-06-08,228.48
2015-06-09,229.81
2015-06-10,228.46
2015-06-11,228.8
2015-06-12,229.9
2015-06-13,229.9
2015-06-14,232.17
2015-06-15,235.93
2015-06-16,246.32
2015-06-17,250.31
2015-06-18,249.08
2015-06-19,246.04
2015-06-20,246.04
2015-06-21,241.92
2015-06-22,247.24
2015-06-23,244.36
2015-06-24,240.98
2015-06-25,240.66
2015-06-26,241.27
2015-06-27,241.27
2015-06-28,248.63
2015-06-29,255.53
2015-06-30,260.97
2015-07-01,258.85
2015-07-02,255.81
2015-07-03,255.22
2015-07-04,255.22
2015-07-05,269.69
2015-07-06,273.94
2015-07-07,265.92
2015-07-08,268.05
2015-07-09,270.31
2015-07-10,287.13
2015-07-11,287.13
2015-07-12,309.16
2015-07-13,289.49
2015-07-14,290.34
2015-07-15,290.77
2015-07-16,278.11
2015-07-17,278.27
2015-07-18,278.27
2015-07-19,275.34
2015-07-20,277.55
2015-07-21,279.28
2015-07-22,276.53
2015-07-23,276.95
2015-07-24,288.16
2015-07-25,288.16
2015-07-26,291.52
2015-07-27,294.93
2015-07-28,295.59
2015-07-29,291.45
2015-07-30,287.48
2015-07-31,284.69
2015-08-01,284.69
2015-08-02,281.59
2015-08-03,283.89
2015-08-04,285.31
2015-08-05,282.83
2015-08-06,278.81
2015-08-07,279.66
2015-08-08,279.66
2015-08-09,262.77
2015-08-10,265.13
2015-08-11,266.21
2015-08-12,269.9
2015-08-13,265.37
2015-08-14,266.56
2015-08-15,266.56
2015-08-16,257.07
2015-08-17,257.88
2015-08-18,250.66
2015-08-19,227.11
2015-08-20,236.13
2015-08-21,233.14
2015-08-22,233.14
2015-08-23,228.34
2015-08-24,215.17
2015-08-25,226.0
2015-08-26,226.84
2015-08-27,227.01
2015-08-28,233.59
2015-08-29,233.59
2015-08-30,227.97
2015-08-31,230.41
2015-09-01,226.98
2015-09-02,229.2
2015-09-03,227.35
2015-09-04,231.09
2015-09-05,231.09
2015-09-06,241.46
2015-09-07,240.78
2015-09-08,244.11
2015-09-09,239.48
2015-09-10,239.5
2015-09-11,239.9
2015-09-12,239.9
2015-09-13,230.09
2015-09-14,231.37
2015-09-15,229.79
2015-09-16,228.14
2015-09-17,233.23
2015-09-18,233.24
2015-09-19,233.24
2015-09-20,230.56
2015-09-21,227.48
2015-09-22,229.95
2015-09-23,230.17
2015-09-24,235.07
2015-09-25,234.61
2015-09-26,234.61
2015-09-27,232.27
2015-09-28,237.84
2015-09-29,237.23
2015-09-30,236.99
2015-10-01,237.95
2015-10-02,237.6
2015-10-03,237.6
2015-10-04,238.49
2015-10-05,239.61
2015-10-06,246.2
2015-10-07,245.09
2015-10-08,243.84
2015-10-09,244.5
2015-10-10,244.5
2015-10-11,247.66
2015-10-12,245.99
2015-10-13,249.46
2015-10-14,253.76
2015-10-15,254.77
2015-10-16,260.48
2015-10-17,260.48
2015-10-18,263.3
2015-10-19,263.97
2015-10-20,270.37
2015-10-21,268.67
2015-10-22,275.52
2015-10-23,278.12
2015-10-24,278.12
2015-10-25,290.12
2015-10-26,286.15
2015-10-27,295.44
2015-10-28,302.06
2015-10-29,313.52
2015-10-30,323.23
2015-10-31,323.23
2015-11-01,326.35
2015-11-02,363.76
2015-11-03,395.0
2015-11-04,411.96
2015-11-05,403.09
2015-11-06,370.07
2015-11-07,370.07
2015-11-08,370.63
2015-11-09,376.64
2015-11-10,334.15
2015-11-11,307.53
2015-11-12,326.5
2015-11-13,332.93
2015-11-14,332.93
2015-11-15,319.95
2015-11-16,330.33
2015-11-17,336.11
2015-11-18,337.11
2015-11-19,327.96
2015-11-20,321.27
2015-11-21,321.27
2015-11-22,324.38
2015-11-23,324.46
2015-11-24,320.91
2015-11-25,328.16
2015-11-26,349.57
2015-11-27,359.56
2015-11-28,359.56
2015-11-29,367.18
2015-11-30,376.82
2015-12-01,361.0
2015-12-02,361.14
2015-12-03,360.61
2015-12-04,362.4
2015-12-05,362.4
2015-12-06,395.76
2015-12-07,393.72
2015-12-08,396.1
2015-12-09,416.11
2015-12-10,416.82
2015-12-11,450.55
2015-12-12,450.55
2015-12-13,437.68
2015-12-14,440.51
2015-12-15,462.96
2015-12-16,457.44
2015-12-17,454.68
2015-12-18,461.66
2015-12-19,461.66
2015-12-20,439.99
2015-12-21,434.63
2015-12-22,436.86
2015-12-23,444.79
2015-12-24,453.19
2015-12-25,455.88
2015-12-26,455.88
2015-12-27,422.95
2015-12-28,419.21
2015-12-29,428.95
2015-12-30,427.13
2015-12-31,432.12
2016-01-01,434.35
2016-01-02,434.35
2016-01-03,428.61
2016-01-04,434.94
2016-01-05,432.6
2016-01-06,430.8
2016-01-07,455.36
2016-01-08,452.42
2016-01-09,452.42
2016-01-10,447.32
2016-01-11,448.92
2016-01-12,447.05
2016-01-13,428.83
2016-01-14,432.13
2016-01-15,387.31
2016-01-16,387.31
2016-01-17,387.08
2016-01-18,383.87
2016-01-19,379.99
2016-01-20,407.11
2016-01-21,406.9
2016-01-22,379.03
2016-01-23,379.03
2016-01-24,402.04
2016-01-25,391.32
2016-01-26,393.13
2016-01-27,394.65
2016-01-28,382.23
2016-01-29,375.2
2016-01-30,375.2
2016-01-31,377.29
2016-02-01,370.15
2016-02-02,373.43
2016-02-03,368.69
2016-02-04,386.84
2016-02-05,384.88
2016-02-06,384.88
2016-02-07,373.72
2016-02-08,372.42
2016-02-09,373.34
2016-02-10,377.64
2016-02-11,375.13
2016-02-12,381.62
2016-02-13,381.62
2016-02-14,399.74
2016-02-15,396.13
2016-02-16,405.53
2016-02-17,418.59
2016-02-18,419.82
2016-02-19,418.69
2016-02-20,418.69
2016-02-21,437.68
2016-02-22,437.25
2016-02-23,420.56
2016-02-24,423.4
2016-02-25,423.27
2016-02-26,423.96
2016-02-27,423.96
2016-02-28,433.46
2016-02-29,433.91
2016-03-01,431.38
2016-03-02,428.02
2016-03-03,419.91
2016-03-04,411.29
2016-03-05,411.29
2016-03-06,406.64
2016-03-07,411.91
2016-03-08,411.36
2016-03-09,411.43
2016-03-10,416.14
2016-03-11,418.65
2016-03-12,418.65
2016-03-13,412.74
2016-03-14,413.78
2016-03-15,415.07
2016-03-16,416.63
2016-03-17,418.37
2016-03-18,405.78
2016-03-19,405.78
2016-03-20,411.06
2016-03-21,410.76
2016-03-22,416.84
2016-03-23,418.16
2016-03-24,416.06
2016-03-25,415.92
2016-03-26,415.92
2016-03-27,424.4
2016-03-28,421.98
2016-03-29,414.96
2016-03-30,413.53
2016-03-31,416.85
2016-04-01,416.64
2016-04-02,416.64
2016-04-03,419.32
2016-04-04,419.0
2016-04-05,421.94
2016-04-06,421.83
2016-04-07,422.0
2016-04-08,419.34
2016-04-09,419.34
2016-04-10,421.83
2016-04-11,422.98
2016-04-12,425.37
2016-04-13,424.6
2016-04-14,424.94
2016-04-15,429.79
2016-04-16,429.79
2016-04-17,428.1
2016-04-18,428.56
2016-04-19,432.64
2016-04-20,442.82
2016-04-21,451.13
2016-04-22,448.56
2016-04-23,448.56
2016-04-24,463.96
2016-04-25,468.5
2016-04-26,469.1
2016-04-27,454.0
2016-04-28,449.71
2016-04-29,455.15
2016-04-30,455.15
2016-05-01,452.39
2016-05-02,446.11
2016-05-03,450.66
2016-05-04,447.39
2016-05-05,448.67
2016-05-06,462.1
2016-05-07,462.1
2016-05-08,458.76
2016-05-09,462.13
2016-05-10,454.51
2016-05-11,452.52
2016-05-12,452.69
2016-05-13,456.15
2016-05-14,456.15
2016-05-15,457.77
2016-05-16,453.16
2016-05-17,453.66
2016-05-18,454.69
2016-05-19,443.06
2016-05-20,441.56
2016-05-21,441.56
2016-05-22,439.36
2016-05-23,442.31
2016-05-24,444.83
2016-05-25,448.14
2016-05-26,453.0
2016-05-27,470.89
2016-05-28,470.89
2016-05-29,531.22
2016-05-30,531.25
2016-05-31,521.74
2016-06-01,535.91
2016-06-02,536.28
2016-06-03,576.55
2016-06-04,576.55
2016-06-05,574.51
2016-06-06,581.67
2016-06-07,577.68
2016-06-08,579.79
2016-06-09,575.46
2016-06-10,578.98
2016-06-11,578.98
2016-06-12,664.18
2016-06-13,690.0
2016-06-14,689.56
2016-06-15,693.44
2016-06-16,762.67
2016-06-17,754.37
2016-06-18,754.37
2016-06-19,760.46
2016-06-20,740.94
2016-06-21,651.85
2016-06-22,611.11
2016-06-23,613.38
2016-06-24,657.05
2016-06-25,657.05
2016-06-26,635.51
2016-06-27,642.87
2016-06-28,647.39
2016-06-29,638.8
2016-06-30,665.27
2016-07-01,677.36
2016-07-02,677.36
2016-07-03,659.73
2016-07-04,675.83
2016-07-05,669.94
2016-07-06,675.16
2016-07-07,621.5
2016-07-08,660.7
2016-07-09,660.7
2016-07-10,649.22
2016-07-11,650.39
2016-07-12,667.84
2016-07-13,662.44
2016-07-14,661.28
2016-07-15,669.01
2016-07-16,669.01
2016-07-17,680.74
2016-07-18,673.05
2016-07-19,671.2
2016-07-20,665.58
2016-07-21,664.6
2016-07-22,657.65
2016-07-23,657.65
2016-07-24,661.17
2016-07-25,655.94
2016-07-26,656.0
2016-07-27,657.22
2016-07-28,656.0
2016-07-29,657.67
2016-07-30,657.67
2016-07-31,632.0
2016-08-01,616.76
2016-08-02,568.59
2016-08-03,568.96
2016-08-04,573.56
2016-08-05,577.23
2016-08-06,577.23
2016-08-07,591.16
2016-08-08,593.58
2016-08-09,586.03
2016-08-10,595.34
2016-08-11,589.72
2016-08-12,586.46
2016-08-13,586.46
2016-08-14,569.41
2016-08-15,568.23
2016-08-16,579.56
2016-08-17,573.23
2016-08-18,574.24
2016-08-19,575.4
2016-08-20,575.4
2016-08-21,580.68
2016-08-22,585.96
2016-08-23,580.94
2016-08-24,579.12
2016-08-25,575.71
2016-08-26,577.84
2016-08-27,577.84
2016-08-28,573.67
2016-08-29,573.2
2016-08-30,575.22
2016-08-31,572.41
2016-09-01,571.9
2016-09-02,574.23
2016-09-03,574.23
2016-09-04,604.19
2016-09-05,607.88
2016-09-06,611.14
2016-09-07,614.55
2016-09-08,625.7
2016-09-09,620.84
2016-09-10,620.84
2016-09-11,602.27
2016-09-12,606.92
2016-09-13,608.67
2016-09-14,609.86
2016-09-15,606.82
2016-09-16,606.86
2016-09-17,606.86
2016-09-18,608.38
2016-09-19,609.32
2016-09-20,608.39
2016-09-21,595.31
2016-09-22,596.61
2016-09-23,602.0
2016-09-24,602.0
2016-09-25,600.17
2016-09-26,606.34
2016-09-27,602.9
2016-09-28,604.39
2016-09-29,606.52
2016-09-30,605.99
2016-10-01,605.99
2016-10-02,609.68
2016-10-03,612.58
2016-10-04,609.22
2016-10-05,612.79
2016-10-06,611.75
2016-10-07,617.94
2016-10-08,617.94
2016-10-09,615.67
2016-10-10,616.89
2016-10-11,637.73
2016-10-12,634.14
2016-10-13,635.24
2016-10-14,638.58
2016-10-15,638.58
2016-10-16,640.55
2016-10-17,637.1
2016-10-18,632.76
2016-10-19,628.47
2016-10-20,628.83
2016-10-21,630.53
2016-10-22,630.53
2016-10-23,649.47
2016-10-24,648.56
2016-10-25,654.08
2016-10-26,669.58
2016-10-27,681.14
2016-10-28,688.36
2016-10-29,688.36
2016-10-30,699.88
2016-10-31,702.17
2016-11-01,727.97
2016-11-02,730.21
2016-11-03,695.18
2016-11-04,698.86
2016-11-05,698.86
2016-11-06,711.15
2016-11-07,706.9
2016-11-08,711.51
2016-11-09,717.24
2016-11-10,709.83
2016-11-11,714.94
2016-11-12,714.94
2016-11-13,704.6
2016-11-14,706.89
2016-11-15,710.94
